Dates,D,InverseBook,,,,
2008-09-23 ,16:00:00 ,-0.353845605855497,,,,
2008-09-24 ,16:00:00 ,0.847657398070231,,,,
2008-09-25 ,16:00:00 ,0.600287845970988,,,,
2008-09-26 ,16:00:00 ,-0.268260992422789,,,,
2008-09-29 ,16:00:00 ,-0.41198713630631,,,,
2008-09-30 ,16:00:00 ,0.94058264932506,,,,
2008-10-01 ,16:00:00 ,0.809130113902504,,,,
2008-10-02 ,16:00:00 ,-1.1246962280554,,,,
2008-10-03 ,16:00:00 ,0.865032754866605,,,,
2008-10-06 ,16:00:00 ,-0.695612173332817,,,,
2008-10-07 ,16:00:00 ,-1.48004894977001,,,,
2008-10-08 ,16:00:00 ,1.26301680717883,,,,
2008-10-09 ,16:00:00 ,0.90308085612281,,,,
2008-10-10 ,16:00:00 ,2.53390585752005,,,,
2008-10-13 ,16:00:00 ,0.13325153251893,,,,
2008-10-14 ,16:00:00 ,0.622818068635735,,,,
2008-10-15 ,16:00:00 ,-3.02518398325706,,,,
2008-10-16 ,16:00:00 ,0.342321085250582,,,,
2008-10-17 ,16:00:00 ,1.21626715072054,,,,
2008-10-20 ,16:00:00 ,0.631720203521238,,,,
2008-10-21 ,16:00:00 ,-0.894022007028811,,,,
2008-10-22 ,16:00:00 ,-0.0114648603681364,,,,
2008-10-23 ,16:00:00 ,0.847353725651696,,,,
2008-10-24 ,16:00:00 ,-1.74792880830286,,,,
2008-10-27 ,16:00:00 ,-0.489396168094917,,,,
2008-10-28 ,16:00:00 ,1.19791466143476,,,,
2008-10-29 ,16:00:00 ,0.9337997646394,,,,
2008-10-30 ,16:00:00 ,1.1552019913999,,,,
2008-10-31 ,16:00:00 ,1.76022823395833,,,,
2008-11-03 ,16:00:00 ,-0.822525959287725,,,,
2008-11-04 ,16:00:00 ,-1.36573611612229,,,,
2008-11-05 ,16:00:00 ,-1.76145895281635,,,,
2008-11-06 ,16:00:00 ,0.677755510925009,,,,
2008-11-07 ,16:00:00 ,0.0695732893185417,,,,
2008-11-10 ,16:00:00 ,-0.599482657931519,,,,
2008-11-11 ,16:00:00 ,0.776927159564377,,,,
