Dates,BookValue,,,,
2009-04-07 ,-0.577476975225611,,,,
2009-04-08 ,-1.3284682693297,,,,
2009-04-09 ,-0.921535827364222,,,,
2009-04-13 ,3.3193697309358,,,,
2009-04-14 ,0.501076210191335,,,,
2009-04-15 ,-1.11977061335168,,,,
2009-04-16 ,1.87724783445994,,,,
2009-04-17 ,0.752281995863407,,,,
2009-04-20 ,1.72225621336382,,,,
2009-04-21 ,-3.71920624947661,,,,
2009-04-22 ,0.956853364030519,,,,
2009-04-23 ,-1.49672328788405,,,,
2009-04-24 ,0.0127187262505465,,,,
2009-04-27 ,2.21387887196069,,,,
2009-04-28 ,-1.84304490126162,,,,
2009-04-29 ,-0.720946145213934,,,,
2009-04-30 ,0.00919874176294379,,,,
2009-05-01 ,-0.358486533944347,,,,
2009-05-04 ,0.486506213836946,,,,
2009-05-05 ,2.66960870721067,,,,
2009-05-06 ,-0.666201902172238,,,,
2009-05-07 ,3.187013971085,,,,
2009-05-08 ,-0.70980464873755,,,,
2009-05-11 ,4.09176790430438,,,,
2009-05-12 ,-2.86430622681775,,,,
2009-05-13 ,-0.720710168531879,,,,
2009-05-14 ,-0.755460236217871,,,,
2009-05-15 ,0.642020942835562,,,,
2009-05-18 ,-1.58738990592841,,,,
2009-05-19 ,1.17290953184149,,,,
2009-05-20 ,-0.514138995492833,,,,
2009-05-21 ,-0.40952028569903,,,,
2009-05-22 ,-0.421855660295531,,,,
2009-05-26 ,-0.727949613664095,,,,
2009-05-27 ,0.703840380219174,,,,
2009-05-28 ,-0.795941830796696,,,,
2009-05-29 ,0.697387726692127,,,,
2009-06-01 ,0.076836916533648,,,,
2009-06-02 ,-0.727083641102376,,,,
2009-06-03 ,0.0296827548578528,,,,
2009-06-04 ,-1.04371505405916,,,,
2009-06-05 ,1.39873085986777,,,,
2009-06-08 ,-0.318893186439876,,,,
2009-06-09 ,0.117370645471443,,,,
2009-06-10 ,-0.488013461099424,,,,
2009-06-11 ,0.411216799841049,,,,
2009-06-12 ,0.130529574098528,,,,
2009-06-15 ,0.180776026125901,,,,
2009-06-16 ,-0.845689781461432,,,,
2009-06-17 ,-0.101854676861729,,,,
2009-06-18 ,-1.4340512451661,,,,
2009-06-19 ,0.562121027192107,,,,
2009-06-22 ,0.00269940820105294,,,,
2009-06-23 ,-0.861641860349612,,,,
2009-06-24 ,0.422213792476354,,,,
2009-06-25 ,-0.0826838557226225,,,,
2009-06-26 ,-0.27904449250992,,,,
2009-06-29 ,-0.334330367555505,,,,
2009-06-30 ,0.35362234674224,,,,
2009-07-01 ,-0.637591137994976,,,,
2009-07-02 ,-0.411988805220934,,,,
2009-07-06 ,-0.544682143635175,,,,
2009-07-07 ,0.439053747189115,,,,
2009-07-08 ,-0.119811528003489,,,,
2009-07-09 ,-0.765214225518176,,,,
2009-07-10 ,0.30181704360833,,,,
2009-07-13 ,-0.660015539666636,,,,
2009-07-14 ,0.613285669587932,,,,
2009-07-15 ,-0.032271594764266,,,,
2009-07-16 ,0.616323316590157,,,,
2009-07-17 ,0.394511436917783,,,,
2009-07-20 ,-1.03673424917063,,,,
